modelo_fuente,tipo_patron,descripcion_patron,palabras_clave,peso_o_confianza,longitud_tipica_texto,tipo_titular,intensidad_emocional,uso_puntuacion,estructura_narrativa,etiqueta
cnn,lexico,saliency_gradiente_alto,aventajar,0.999999225139618,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,refranero,0.999999225139618,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,jeronimo,0.999999225139618,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,naufrago,0.9999991655349731,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,simultanear,0.9999991655349731,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,escrutar,0.9999991655349731,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,resistiria,0.9999991655349731,,,,,,FAKE
cnn,lexico,saliency_gradiente_alto,mentar,0.9999991655349731,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,catalunya,6.475091254873362,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,per,44.87595353985024,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,iniciativa,18.690671622545338,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,vers,3137161.2952725193,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,equo,149.32481548551903,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,bng,28.37578804399256,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,coalicion,4.032526161069735,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,eajpnv,1406607.6459781677,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,nueva,2.7927532149896703,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,jose,2.3821586651929074,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,unidas,1.6047754466842503,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,pablo,1.687112394613911,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,canaria,34.4869075590833,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,garcia,3.1373870969349404,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,canarias,18.844379987324754,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,carlos,2.5641441864610575,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,cristina,22.103860380010477,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,narbona,210.80715347496923,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,socialistas,1.5522034104158577,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,partidos,1.588377438193907,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,socialista,1.779808862161024,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,monica,14.260555083877724,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,david,10.342877209294926,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,izquierda,1.5400753607760649,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,boluarte,123.22543753850857,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,cruz,10.186151344499867,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,estas,1.5353292286586775,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,jordi,3.617882195549578,,,,,,FAKE
text_analysis,lexico,palabra_distintiva_fake,antonio,4.115247758833672,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de la,1094.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en el,529.0,,,,,,FAKE
