token,log_p_fake,log_p_real,log_odds
gobierno canarias,10.317474000943399,9.439712973974483,0.8777610269689156
gandia arturo,10.393424321242259,9.517735606697762,0.8756887145444967
maria gonzalez,10.003995939733988,9.129739224045197,0.8742567156887908
jenner lopez,10.393424321242259,9.520655926631793,0.8727683946104658
lopez escudero,10.393424321242259,9.520655926631793,0.8727683946104658
numero iniciativo,10.393424321242259,9.520943340318201,0.8724809809240579
bng pnc,10.393424321242259,9.521119453120397,0.8723048681218621
eajpnv num,10.393424321242259,9.521416505402717,0.8720078158395417
martinez lopez,10.269160043966716,9.39804911137855,0.8711109325881665
antonio torre,10.393424321242259,9.523030082447146,0.8703942387951127
diputado izquierda,10.379245915991666,9.509420820300198,0.8698250956914677
bng asegurar,10.393424321242259,9.523690925481073,0.8697333957611857
cruz pablo,10.393424321242259,9.525794008832749,0.8676303124095099
secretario bng,10.393424321242259,9.52604515865339,0.8673791625888683
ejecutivo cristina,10.330169092461475,9.465563172549533,0.8646059199119414
bng madrid,10.393424321242259,9.529190956986929,0.8642333642553304
portavoz unidos,10.393424321242259,9.530142376846888,0.8632819443953714
campoamors,10.393424321242259,9.538193030342974,0.855231290899285
equo psoe,10.393424321242259,9.54052806037212,0.8528962608701391
gandio,10.32133321127204,9.469405464312134,0.8519277469599071
joaquin prat,10.393424321242259,9.541636728139522,0.8517875931027366
felix rivera,10.393424321242259,9.545620028801281,0.8478042924409781
garcia escudero,10.238705230082054,9.39208393548082,0.8466212946012348
pio garcia,10.238705230082054,9.39208393548082,0.8466212946012348
equo mantener,10.393424321242259,9.54792604490976,0.8454982763324992
politico espanol,10.200238080649758,9.35501445004919,0.845223630600568
jacome,10.116058505507398,9.271232426771478,0.8448260787359203
pepe mujico,10.326206044871657,9.482343030802765,0.8438630140688925
steinem,10.393424321242259,9.551461566775645,0.8419627544666142
serra,9.432233356025785,8.590759984874433,0.841473371151352
monago,10.00746076022869,9.166060804229764,0.8413999559989271
parlamentario equo,10.393424321242259,9.555351687382037,0.8380726338602216
destapar escandalo,10.393424321242259,9.557118219590631,0.836306101651628
fomentar,9.706465663645481,8.870243469615641,0.8362221940298404
eajpnv ciudadano,10.393424321242259,9.557783131036915,0.8356411902053438
ejecutivo iniciativo,10.335669182763379,9.501491902509452,0.8341772802539271
iniciativa vers,10.393424321242259,9.563558425635556,0.8298658956067033
jorge xavier,10.393424321242259,9.563675118934553,0.8297492023077062
comunicacion iniciativo,10.393424321242259,9.56383747361186,0.8295868476303987
equo junt,10.393424321242259,9.565430920463795,0.827993400778464
generar controversia,10.361968194792746,9.534927986719575,0.8270402080731714
coalicion iniciativo,10.393424321242259,9.568700553832727,0.824723767409532
duque,9.786187915374585,8.961797403564443,0.824390511810142
unido iniciativo,10.393424321242259,9.571167330486652,0.8222569907556068
jordi victoria,10.393424321242259,9.57336082275927,0.8200634984829893
bng canarias,10.297134745110407,9.48020034387617,0.8169344012342368
sanz borja,10.393424321242259,9.576617108328838,0.816807212913421
narcis,10.321555865261834,9.50547317140929,0.8160826938525432
madrid equo,10.393424321242259,9.577345407676699,0.8160789135655602
xavier garcia,10.069114106087547,9.254166939825948,0.8149471662615984
josep bou,10.179850179309803,9.365981958484058,0.8138682208257446
bou,10.179850179309803,9.365981958484058,0.8138682208257446
bng querer,10.393424321242259,9.579700886151471,0.8137234350907878
calvino borbon,10.393424321242259,9.581118009876628,0.8123063113656315
rufiar martinez,10.393424321242259,9.58238426176488,0.8110400594773797
alejandra jacinto,10.08290304091985,9.275023827549742,0.8078792133701089
pai ciudadano,10.393424321242259,9.586270018019183,0.8071543032230757
rey juanma,10.393424321242259,9.586369773287599,0.8070545479546603
boluarte alfonso,10.393424321242259,9.587758660624688,0.8056656606175707
jaume graells,10.361794957210932,9.558555624907997,0.803239332302935
involucra,10.393424321242259,9.590913850895145,0.802510470347114
eva,9.944972790675624,9.142811873307883,0.8021609173677415
monica garcia,10.393424321242259,9.59193805451525,0.8014862667270091
subirats,10.173058926033267,9.371952826235258,0.8011060997980088
joan subirats,10.173058926033267,9.371952826235258,0.8011060997980088
primo rivero,10.393424321242259,9.592990372838377,0.8004339484038816
canal alicia,10.393424321242259,9.593664249669557,0.7997600715727025
acusar iniciativo,10.393424321242259,9.59368381639467,0.7997405048475894
gobernar equo,10.393424321242259,9.59394670799954,0.7994776132427184
cs eajpnv,10.393424321242259,9.594809521680718,0.7986147995615411
gobierno jo,9.601005467211658,8.802804566469222,0.7982009007424367
cataluna,9.460854242699073,8.664014536770683,0.7968397059283898
xavier domenech,10.335934796335723,9.539185924710853,0.7967488716248692
gloria steinem,10.393424321242259,9.597112532398814,0.796311788843445
secretario canarias,10.393424321242259,9.600051706391747,0.7933726148505116
beiras,10.393424321242259,9.601364020748875,0.7920603004933842
manuel beiras,10.393424321242259,9.601364020748875,0.7920603004933842
iir,9.611890260855882,8.820378878267663,0.7915113825882187
eajpnv pnc,10.393424321242259,9.603800388676754,0.7896239325655046
electoral equo,10.393424321242259,9.604559609606227,0.7888647116360321
diputado psoe,9.988103341864923,9.19970514427581,0.7883981975891121
jordi sevillar,10.393424321242259,9.608213797576546,0.7852105236657128
equo afirmar,10.393424321242259,9.608581627807208,0.784842693435051
psoe psc,10.393424321242259,9.609205041756148,0.7842192794861109
equo presentar,10.393424321242259,9.60924142331559,0.7841828979266694
catalunya criticar,10.319151644170548,9.535010570684287,0.7841410734862606
mujico,10.268684985731378,9.485462852035917,0.7832221336954603
unido pp,10.393424321242259,9.611122715955334,0.7823016052869249
discutir,9.98446000571803,9.202564204887768,0.781895800830263
carlos aparicio,10.393424321242259,9.613127824089343,0.780296497152916
voto iniciativo,10.393424321242259,9.613976035625768,0.7794482856164908
beriain,10.393424321242259,9.615033864637951,0.7783904566043081
david beriain,10.393424321242259,9.615033864637951,0.7783904566043081
antonio,8.39220545489675,7.615635981075715,0.7765694738210351
portavoz canarias,10.393424321242259,9.619361744442879,0.7740625767993805
miss,10.331780331174645,9.558349506331368,0.7734308248432775
pio,10.127365269108763,9.355134480521848,0.7722307885869153
catalunya juan,10.393424321242259,9.621309250156122,0.7721150710861373
joaquim bosch,10.359954839136195,9.588388167615085,0.7715666715211107
esperar acción,10.393424321242259,9.623343048229371,0.7700812730128881
candidato iniciativo,10.393424321242259,9.62474414888145,0.7686801723608099
sevilla,8.615050060497069,7.846380021694793,0.7686700388022754
catalunya num,9.802085661265563,9.034615166751818,0.7674704945137449
presentar plan,10.078466653523055,9.314148870394249,0.7643177831288064
rufiar serrano,10.393424321242259,9.631001551366593,0.7624227698756663
polemico reforma,10.314297244625392,9.552809272394134,0.761487972231258
gandia,10.285767266209909,9.524909615294192,0.7608576509157174
fortalecer,9.763393872349685,9.00269811093105,0.7606957614186349
pedir iniciativo,10.393424321242259,9.632930054323031,0.7604942669192276
psoe pdecat,10.34294971276463,9.583403121930381,0.7595465908342494
jacinto,9.824134175135464,9.064681120674537,0.759453054460927
portavoz eajpnv,10.393424321242259,9.63580150286349,0.7576228183787688
emerito calvino,10.393424321242259,9.635994680503591,0.7574296407386676
iniciatiir per,10.393424321242259,9.637936119592755,0.7554882016495039
canario num,10.327563727353777,9.572293230855564,0.7552704964982127
presidencia iniciativo,10.393424321242259,9.63913260237396,0.7542917188682985
presentar ambicioso,10.393424321242259,9.639190792145152,0.7542335290971067
ilegal iniciativo,10.393424321242259,9.63970963687122,0.7537146843710385
equo gobierno,10.393424321242259,9.639787231966437,0.7536370892758217
politico iniciativo,10.393424321242259,9.641860887504507,0.7515634337377524
papel diana,10.393424321242259,9.641996455184744,0.7514278660575151
soborno,9.91394750248138,9.162537707746937,0.7514097947344425
intenso,9.364943172950621,8.615218811888505,0.7497243610621158
psoe jxcat,10.324688183480513,9.57586104424418,0.748827139236333
propuesta equo,10.393424321242259,9.644738103513832,0.7486862177284266
bosch,10.241658670645355,9.49315469234617,0.7485039782991851
