token,log_p_fake,log_p_real,log_odds
querer presidente,10.115950229962767,9.954257096607565,0.16169313335520208
congelado,9.936836456119538,9.775153839738485,0.16168261638105363
plato,9.983938627691325,9.822352938132955,0.16158568955837005
economia nacional,10.177674422930581,10.0161117215511,0.1615627013794807
juez supremo,10.090193714009505,9.92865320357603,0.1615405104334755
unico debate,10.058661094462774,9.897231604690987,0.16142948977178762
deber seguir,10.115370389019077,9.953979307573496,0.161391081445581
complicado,9.319194356897123,9.157811988309025,0.1613823685880984
buscara,10.013257863718266,9.851891388761848,0.16136647495641832
tensa,10.089307668552363,9.927977208432926,0.1613304601194372
char,10.12199732548246,9.960713579030058,0.1612837464524013
hora reunion,9.95696577260887,9.795777706458162,0.16118806615070724
periodistico,9.903450475345718,9.742340609526154,0.16110986581956332
gipuzkoa,9.922814103379334,9.761784882007966,0.16102922137136844
espana vaciado,10.058204431234177,9.897185782907027,0.16101864832715052
renovacion organo,9.871209739678664,9.710353619734093,0.1608561199445706
apoyo necesario,9.820184400776638,9.65942769723154,0.16075670354509874
visitar,9.186945939802532,9.026242101769176,0.1607038380333563
inmovilismo,10.08033473835249,9.919643122895295,0.16069161545719624
ultraderecha,7.856611977255427,7.695940080426292,0.16067189682913519
obtener apoyo,10.118650876003038,9.958010126223751,0.16064074977928655
titular interior,10.100088902197845,9.939458018519083,0.16063088367876155
moncloa asegurar,10.026286246090434,9.865666133991171,0.16062011209926297
financiacion partido,9.989169326674288,9.828559707129966,0.1606096195443225
esforzar,10.001393458566671,9.840854092726781,0.16053936583988992
tejerín,10.044855089444782,9.884394407889987,0.16046068155479531
cambio criterio,10.037222565516881,9.876813495883523,0.16040906963335821
triste,10.005687319288723,9.84528736752532,0.16039995176340405
poseer,9.872477102937776,9.712112259978891,0.16036484295888442
cortina,10.09204137978442,9.93193229739146,0.1601090823929603
ampliir,10.06057087202848,9.90047706219965,0.1600938098288296
reafirmar,9.436652116872535,9.276598910249804,0.16005320662273093
conviccion,10.09912549471012,9.939076605042747,0.16004888966737418
press,9.95111991373583,9.791111525138763,0.1600083885970669
inmenso,9.916056403037937,9.756100699401683,0.15995570363625333
mes septiembre,9.98306108292267,9.823146138932287,0.1599149439903833
aliado parlamentario,9.83719653586149,9.677388912809747,0.15980762305174423
saludable,10.112775166559363,9.953000582431294,0.1597745841280691
recurrir tribunal,10.057121907263346,9.897395322624364,0.1597265846389817
defraudar,10.056329893224309,9.896610003727238,0.1597198894970706
lengua vehicular,10.086787983970948,9.927079500101792,0.15970848386915648
obtendria,9.720938463256777,9.561249333029632,0.15968913022714482
presidente senado,9.997347424614818,9.837671019476911,0.15967640513790649
magnar,9.865226434345097,9.705652045936352,0.15957438840874438
carta magnar,9.865226434345097,9.705652045936352,0.15957438840874438
distraer,9.973448474240818,9.81392020269002,0.15952827155079774
laguna,9.967752445399586,9.808377941993617,0.15937450340596904
acto organizado,9.828173925323092,9.668809595478335,0.1593643298447578
nicola maduro,10.114379197413681,9.95504167164096,0.1593375257727221
garcia tejerín,10.095830779649111,9.93649971537058,0.15933106427853083
cabeza,8.705460279278828,8.546140045002764,0.15932023427606445
gobierno asegurar,9.147482117285652,8.988184437636104,0.15929767964954777
puerta cerrada,10.016929114657895,9.857673841196325,0.15925527346156976
alba,9.854239290486126,9.6950262671876,0.15921302329852516
hueso,10.08278749064019,9.92359710120171,0.1591903894384803
comisario jefe,10.08294170572667,9.923757980298662,0.15918372542800796
pasion,10.199725874567852,10.040665017153898,0.15906085741395337
acusación popular,10.05347094918726,9.894420578921576,0.15905037026568358
tranquilo,9.549762493127163,9.39078875936908,0.1589737337580832
meta,10.052306938783362,9.893355988537557,0.15895095024580463
suponiar,10.209999612660388,10.051145162849181,0.15885444981120678
volcar,10.011583062613918,9.852735514539534,0.15884754807438384
metropolitano,9.914973028404699,9.75618872890485,0.15878429949984962
lhospitalet llobregat,10.027263818664297,9.868488318698553,0.1587754999657438
ingreso minimo,9.748005226838416,9.589349336235284,0.15865589060313212
remover,10.140025314957661,9.981409642337159,0.15861567262050258
techo gasto,9.654780734268563,9.496258413138989,0.1585223211295741
regulacion precio,9.93306862351162,9.774564832614555,0.1585037908970648
madrid criticar,10.003511603240435,9.845088721271138,0.15842288196929744
tomar control,10.0708728570484,9.912454459419003,0.15841839762939713
hablar politica,10.160596718539734,10.002271473890508,0.1583252446492267
tajante,9.963277965028949,9.804986190747824,0.15829177428112473
universidad otono,10.062576667566194,9.904295769061841,0.15828089850435312
vicesecretario comunicacion,9.63087807673236,9.47281501803646,0.15806305869589998
jugar papel,10.116128712091562,9.95822263027855,0.15790608181301202
iir espinosa,10.043894907517684,9.886035914132439,0.15785899338524523
firmar manifiesto,10.068202385842564,9.910606232745378,0.15759615309718633
disputado,10.166664630611107,10.009103641519532,0.157560989091575
castro,9.701843094064095,9.54438658745216,0.15745650661193622
voluntariamente,9.859280847828352,9.701879660286005,0.15740118754234622
apoyo gobierno,10.02198722554546,9.864681677576623,0.15730554796883744
respectar,9.913875519798045,9.756588995560135,0.1572865242379109
real madrid,9.897846487688634,9.74060009389187,0.15724639379676297
nulo,9.801246857804845,9.644135175597546,0.1571116822072991
restituir,10.01149183404937,9.854385945148504,0.1571058889008654
batasuno,10.065045540851818,9.907960530884287,0.15708500996753116
migracion,9.709800720738505,9.55272487248901,0.1570758482494945
partido madrid,9.806329653554045,9.64927354921755,0.15705610433649397
comision investigar,10.115527491979432,9.958492698615055,0.1570347933643763
presentacion candidatura,10.082351339860486,9.925363535272743,0.15698780458774308
perfil twitter,10.038811185935685,9.881827778181108,0.1569834077545771
transformacion,9.595155322731172,9.438181677292267,0.1569736454389048
feria,10.042320648580722,9.885377125032367,0.15694352354835495
voto num,9.24830439815135,9.09138236569164,0.15692203245970937
alcaldia madrid,9.683178877231695,9.526277379994083,0.15690149723761238
diputado jxcat,10.00443506052549,9.8475949532563,0.15684010726918984
fomento,9.227888745483472,9.071126490716983,0.1567622547664893
tilda,10.03797900204118,9.88122710769762,0.15675189434355907
negociado,9.94709784104542,9.790385933541982,0.15671190750343733
investir,9.298139086052492,9.14146162492881,0.15667746112368164
alegria,10.019639046669056,9.862982942823841,0.156656103845215
avanzo,10.026582450455058,9.870025983872676,0.15655646658238176
sofiar,9.774584078518423,9.618127901409167,0.15645617710925563
vacuna covid,10.060311880224129,9.90388363447206,0.15642824575206937
senador,8.661065927757404,8.504658420709056,0.15640750704834794
aferrir,10.035398020574391,9.879066412721011,0.15633160785337985
num estimacion,9.770848515616034,9.614541169195864,0.15630734642017075
millón voto,9.983216060099224,9.826948119393489,0.15626794070573524
flujo,10.117204670381048,9.960975336260379,0.15622933412066864
extremista,9.956654499697462,9.80045395544923,0.15620054424823238
ejecutivo querer,9.886048774700509,9.729883857973782,0.15616491672672694
federal partido,9.989488900693011,9.833359666945322,0.1561292337476896
companera,9.978859822160766,9.822733102009444,0.15612672015132212
partido num,9.78726127162339,9.631134738140723,0.15612653348266647
electoral comunidad,10.098088252548884,9.941975764803658,0.1561124877452258
navarra sumar,10.078784649397234,9.922735459813872,0.15604918958336178
rafael hernando,9.944832348605479,9.788884352371195,0.1559479962342838
palma canaria,10.043649392686168,9.887730068006698,0.1559193246794699
levante,10.089283504823584,9.933436936282467,0.15584656854111678
asegurar juez,10.100293054124345,9.944508559708481,0.1557844944158635
delito malversacion,9.924194557751534,9.768434034377366,0.1557605233741679
debilitado,10.125288042647927,9.969594737513908,0.1556933051340188
organica,9.917460225135967,9.761778366774687,0.15568185836128023
pedirar,9.790673602794751,9.63510336175763,0.1555702410371218
parlamentario gobierno,9.90553369966925,9.749974156846305,0.15555954282294593
correcto,9.54083101763846,9.385364300638228,0.15546671700023218
frente partido,9.953091832360254,9.797748665469344,0.1553431668909102
mentir,9.635757009088898,9.480417679590687,0.1553393294982115
salvador,8.993296505850592,8.838020809581511,0.1552756962690811
puntual,9.780444400135716,9.625235152489624,0.15520924764609134
publico energia,10.075096109259002,9.920003774861515,0.15509233439748726
medida estrella,10.101888785222114,9.946812981426229,0.15507580379588504
adopcion,10.035961057036639,9.880922030517517,0.1550390265191215
retirada medalla,10.12114968293747,9.96611652316567,0.15503315977179888
polemica declaración,9.98579027524,9.83079329508008,0.15499698015992003
causa tandem,9.986113377043251,9.831258802923353,0.15485457411989856
participacion politico,10.08408572534446,9.929308659829914,0.15477706551454595
control parlamentario,10.050698292149391,9.895940275058113,0.1547580170912788
folio,10.06698322600944,9.91228025710907,0.15470296890037005
madrid presentar,9.876982899700382,9.722280824668077,0.15470207503230426
falta voluntad,10.067773008113821,9.913099892377037,0.15467311573678444
madrid defender,9.910509152185478,9.755853678274121,0.15465547391135637
ministerio transporte,9.959837039662665,9.8052794723848,0.1545575672778643
reflejado,9.978538070052425,9.82403217755845,0.15450589249397417
interno partido,9.772153131956282,9.617666575048444,0.15448655690783752
documento num,10.033060662135497,9.878591520268674,0.15446914186682292
socialista,6.912606769906571,6.758140749005915,0.15446602090065564
competidor,10.133154733407158,9.97871646323782,0.1544382701693383
constructor,9.938011276629684,9.783604103738675,0.15440717289100903
pleno municipal,10.015971777673265,9.861652170836226,0.1543196068370385
alusión,10.033915535742963,9.87968825591494,0.15422727982802265
incomodo,9.96156661845538,9.807398639511979,0.15416797894340206
adversario,9.5907745886432,9.43672933456299,0.1540452540802093
optimismo,9.841834468903986,9.687901466105096,0.15393300279889033
rival politico,10.028637654996205,9.874770600679138,0.15386705431706638
predecesor,9.763172899023285,9.609342812667451,0.15383008635583373
alegato,10.096869637871578,9.943045129308942,0.15382450856263574
crisis,7.949747700963342,7.7959540045786255,0.1537936963847164
resistir,9.579231527951627,9.42545422560704,0.15377730234458653
beneficiado,9.76183955960624,9.608076223935686,0.1537633356705541
reproduccion,10.250679830222344,10.09692179700967,0.15375803321267334
variable,9.786637670507778,9.63288800821735,0.1537496622904282
agresivo,9.94099108116395,9.78728949803326,0.15370158313069027
publico informar,10.066101649289514,9.912450687912408,0.15365096137710665
partido comunidad,10.025036337753653,9.871389636883334,0.1536467008703184
destrozo,10.055371437981204,9.901796110197996,0.1535753277832086
asuntos,9.151920905919825,8.998369020204935,0.1535518857148901
polemica,8.455041485225014,8.301522323381638,0.15351916184337533
expediente sancionador,9.882926619011853,9.729584104715018,0.15334251429683476
hundimiento,10.102418472563707,9.949102642455692,0.1533158301080153
fuente consultado,10.045492867904485,9.892219362054272,0.1532735058502137
junts per,9.82622122089704,9.672953082663533,0.15326813823350705
madrid considerar,9.874807983176526,9.721539964309857,0.15326801886666885
sancionador,9.670294080106812,9.517068684956211,0.15322539515060107
traje,10.165017256612355,10.011816262308006,0.15320099430434908
consejero hacienda,9.976839272399765,9.823756025910034,0.15308324648973048
dimisión,9.922058346882334,9.768975786572177,0.15308256031015688
separacion,9.863138567095653,9.710070490057328,0.15306807703832526
num nueve,10.156022713027207,10.002963567993024,0.15305914503418272
albar,9.954404341840101,9.801356347503853,0.15304799433624794
obtendria num,9.812970580957261,9.659947114881822,0.15302346607543882
conducir,9.735069525985516,9.582111419231511,0.15295810675400467
sellar,10.000014645612112,9.847070312135946,0.15294433347616554
portavoz gobierno,8.98940327927084,8.83653136985276,0.1528719094180797
pensado,9.97976369405549,9.827032564782668,0.15273112927282284
manga,10.134647273538343,9.98203906857248,0.1526082049658637
meter,9.665496534966532,9.513008463453527,0.15248807151300525
elección madrid,9.924998518588454,9.772518628613453,0.15247988997500173
ministra sanidad,9.46461731163114,9.31217281220164,0.15244449942949956
avalado,9.872658257288185,9.720329036049906,0.1523292212382792
designado,9.797984469023408,9.64565811981509,0.15232634920831778
reconocido prestigio,10.083612424795689,9.93135709042113,0.15225533437455852
empresario adriar,10.180627217311624,10.02859999321099,0.15202722410063352
asimilar,10.094402307803943,9.942412752853128,0.15198955495081456
estrella,9.622254380043438,9.470402756515039,0.15185162352839932
organización politica,10.108911175375711,9.957141318098406,0.15176985727730496
gobierno ciudadano,9.910702539611862,9.7590154751427,0.15168706446916147
censura presentado,10.029911037977772,9.878310600205111,0.15160043777266097
num unidas,9.557686643223283,9.40612678083387,0.1515598623894121
afirmar lider,9.797227484362153,9.645833318349593,0.15139416601255995
arremetir,9.275765970170905,9.124496773027149,0.15126919714375653
transparencia,8.796447410722651,8.645211727219886,0.15123568350276528
querio,9.832324936360665,9.681104190221332,0.15122074613933378
denunciar gobierno,10.052163808135731,9.901051930086663,0.15111187804906834
girar,10.002348598421683,9.851299220564853,0.1510493778568307
deducir,10.018556876990589,9.867516637092091,0.15104023989849757
gava,10.068197969297193,9.917168622331598,0.15102934696559522
rogado,10.041501658006142,9.890473058069944,0.15102859993619866
voto rogado,10.041501658006142,9.890473058069944,0.15102859993619866
okdiario,10.057672807059458,9.906702974258762,0.15096983280069587
ultraconservador,9.737883111433,9.586967480225054,0.15091563120794582
titularidad,9.729329656412947,9.578463994746464,0.15086566166648296
protagonizado,9.936603504144598,9.785817766450256,0.150785737694342
candidato popular,9.92321898147479,9.772672748165958,0.1505462333088321
aprobar viernes,10.029789597848623,9.879419964633744,0.15036963321487917
adscrito,9.723158467497125,9.572838770526925,0.1503196969702003
convenir,10.046800638776029,9.896499011022767,0.1503016277532616
componente,10.000561653245622,9.850304566086637,0.15025708715898567
tendria,10.02094880989034,9.870722003967975,0.15022680592236526
embarazo,9.679063229691742,9.528864150604981,0.1501990790867609
presentador,9.932374405185328,9.782179956257815,0.15019444892751288
ciento mil,10.254013915627613,10.103985786070742,0.15002812955687084
nombrado,9.726552707954927,9.576609191244184,0.14994351671074213
consensuar,9.81465806061868,9.664750231092134,0.1499078295265459
interesar,9.930123763665657,9.780285939801832,0.14983782386382494
mayoria absoluto,8.627590045341574,8.477753716541619,0.1498363287999549
hermetismo,10.083535208898187,9.933719497995817,0.14981571090237011
negociacion presupuestario,10.00070606664213,9.850923668387159,0.14978239825497042
ampliar num,10.097756235872179,9.948009153538688,0.14974708233349077
pedir explicación,9.663023233458114,9.513346462433322,0.14967677102479193
tono,9.086771994968945,8.937120204918928,0.14965179005001694
ii republico,9.837638783998067,9.688159047792498,0.14947973620556887
espacio izquierda,10.019620199264576,9.870173330923752,0.14944686834082432
caer num,10.122286982273272,9.972885787686877,0.14940119458639423
permanentemente,10.103906518017396,9.95451532206814,0.14939119594925643
santamaria,9.199012349078428,9.0497078376045,0.14930451147392887
quedariar num,9.983421236615452,9.834158671609671,0.14926256500578106
secretario autonomico,10.063354665800164,9.91416409310841,0.1491905726917544
manuel,7.944311313054674,7.795186787038305,0.14912452601636872
entrariar,10.097472526629629,9.948458097354422,0.1490144292752067
ilegalizar,10.012263937857451,9.863358677045223,0.14890526081222788
sara,10.010598741050684,9.861756091627123,0.1488426494235604
vicepresidente pablo,9.797336799946944,9.648495468310808,0.14884133163613633
perir,10.074084184689381,9.925246400975885,0.1488377837134962
materializar,9.726836008312572,9.578090451499422,0.14874555681315016
acusado juicio,10.04166413719596,9.893085378905846,0.1485787582901139
respuesta enviado,9.64354413340107,9.494971658199402,0.14857247520166794
diputado popular,10.041402584916543,9.89284466133987,0.1485579235766732
profundidad,9.830665619180266,9.682110867346667,0.14855475183359879
decena mil,10.082872635147039,9.93433202871354,0.14854060643349953
deber pasar,10.08115469019245,9.932671317791234,0.14848337240121623
martinezalmeida,9.861725198403546,9.713252248854245,0.14847294954930135
gobierno seguir,9.848565810520828,9.700105624117715,0.14846018640311343
num jo,10.142798582082802,9.994341574604999,0.14845700747780377
lista madrid,10.030077425924743,9.881688948440894,0.14838847748384865
cuarto fuerza,10.034203743167536,9.885820310930617,0.14838343223691908
conflicto territorial,9.960033272019507,9.812039802570025,0.14799346944948155
americano,9.973908361876088,9.825943010227705,0.14796535164838254
prematuro,10.012482748862386,9.864550460622272,0.1479322882401135
cuestionar,8.960976148827012,8.813225657638354,0.14775049118865802
tradicion,9.940046407640684,9.792301267869021,0.14774513977166315
naturaleza,9.732997435423282,9.58543560091898,0.14756183450430171
colega,9.905306411709397,9.757784566418541,0.14752184529085532
agenda social,9.991270576309137,9.843799106559402,0.14747146974973546
intrafamiliar,10.120857231700453,9.973420118777245,0.1474371129232086
violencia intrafamiliar,10.120857231700453,9.973420118777245,0.1474371129232086
antena,10.04288195743256,9.895525932084409,0.1473560253481505
narcotraficante,10.09638147067423,9.949121202781983,0.14726026789224633
coordinador,8.649003921281926,8.501965668939155,0.1470382523427709
desgaste,9.71017112658921,9.563138570597518,0.14703255599169118
musculo,10.095124716498342,9.948176917768393,0.1469477987299488
gestion gobierno,10.022592013169776,9.875677378237103,0.14691463493267243
jxcat cup,10.000805339457989,9.853916852154722,0.14688848730326676
increible,10.225270696071737,10.07842582892848,0.1468448671432565
presentar informe,9.979125664974433,9.832302046685415,0.1468236182890177
amiga,9.726004176709337,9.579205312609686,0.14679886409965093
inversion,8.987143331855963,8.840382588558342,0.14676074329762123
pedir voto,9.953065606114682,9.806306191179845,0.1467594149348379
irpf,9.462989677259202,9.31635590143742,0.1466337758217815
ley lgtbi,10.10826384728109,9.961686526952786,0.14657732032830495
acosar,10.134652941869268,9.988092440501237,0.14656050136803067
fracasar,9.762998163046294,9.61645122874857,0.14654693429772436
relato,9.347616486895692,9.201132884550145,0.14648360234554758
riva,10.041913794687845,9.895569838508044,0.1463439561798019
adoctrinamiento,10.04709470246578,9.900762368534492,0.1463323339312872
manuel villarejo,9.746351947606254,9.600051575882139,0.1463003717241147
batasuna,10.060862429688237,9.914641412550226,0.14622101713801072
ferrera,10.06096835658741,9.914776962486174,0.14619139410123516
mercedes,9.872712448648201,9.726625937225743,0.14608651142245854
dividir,9.511917646515244,9.365846137548468,0.14607150896677545
comunidad cientifico,10.163771925066413,10.017760956884135,0.14601096818227788
tolerar,10.069113668726123,9.923132043697441,0.14598162502868206
millón persona,9.675932257280202,9.53017591141165,0.14575634586855202
advertencia,9.87812210394525,9.73244941952001,0.1456726844252394
fabricar,9.98209946361645,9.8364929342096,0.14560652940684982
proz tribunal,10.106205174348535,9.960613600816332,0.14559157353220264
ossorio,10.007110451373403,9.861543344005534,0.14556710736786904
erradicar,9.96141932025324,9.815879416566162,0.14553990368707836
secretario comunicacion,10.025977309332783,9.880444259383857,0.14553304994892535
afirmar presidente,9.646970921229602,9.501458247069024,0.14551267416057811
emisión gas,10.05944607624256,9.913988104249368,0.1454579719931921
kichi,10.015723013176743,9.870336917053452,0.1453860961232909
acreditacion,10.052453995678686,9.907216821407877,0.14523717427080918
rito barbera,10.02587986029959,9.880669471887842,0.14521038841174772
experta,10.064942935738527,9.919790718524006,0.14515221721452143
piel,9.821722845077977,9.676621810036318,0.14510103504165883
formacion ultra,9.987421005367375,9.842415876433712,0.14500512893366313
youtube,9.879493017190036,9.734558941326734,0.14493407586330243
jefe oposicion,10.042267826538891,9.897430233504148,0.14483759303474386
viva,10.093898371516895,9.949155991857609,0.14474237965928616
rebaja pena,10.006262296132288,9.86158177402169,0.14468052211059756
trece,9.747668281130329,9.60308861240377,0.1445796687265588
setenta,10.055089915956279,9.910544263584288,0.14454565237199013
habra,9.388912677032389,9.244444822566301,0.1444678544660878
lluis puig,10.044654508692664,9.900250574338106,0.14440393435455867
gracias,8.851185418914852,8.706822938104212,0.1443624808106403
publicamente,9.462243829387594,9.31795409675766,0.14428973262993416
renuncio,10.136936734255949,9.992651749326658,0.14428498492929087
guanyem badalona,10.052725536054943,9.908649231218831,0.144076304836112
decepcion,9.892342730404037,9.74829030672826,0.14405242367577742
zu saynwittgenstein,10.108675950418808,9.964624126125312,0.14405182429349672
buscar,7.7237540607563595,7.579733586861045,0.14402047389531436
feliz,10.010200845624178,9.866261189926178,0.14393965569800038
satisfaccion,9.900381310763276,9.756537554829405,0.14384375593387055
asiento,9.811114742638537,9.667345782305583,0.14376896033295417
peligrar,10.084985496830933,9.94127147844566,0.14371401838527298
dín bousselham,10.106470153141373,9.96280048403834,0.14366966910303347
ley violencia,9.987176357317626,9.84368276438285,0.14349359293477626
perdon,9.548167892769031,9.404684091377238,0.14348380139179362
repercusion,9.930950039625111,9.787503696495989,0.1434463431291224
situo,9.459068305613629,9.315701143028763,0.14336716258486604
surgir,9.5993344954419,9.456032931191872,0.14330156425002727
pactado,9.177943144084018,9.034731231288314,0.14321191279570478
espana querer,10.020922221461278,9.877745311945064,0.14317690951621387
estara,10.071202370206802,9.92806154491962,0.14314082528718153
vergonzoso,10.000737764320846,9.857718766996397,0.14301899732444845
querella presentado,10.082424762456847,9.939409793784996,0.14301496867185115
involucrado,9.869084669817774,9.726075385855514,0.1430092839622592
arrendamiento,9.991168128571122,9.848198523439336,0.14296960513178547
agenda urbano,9.806286289833354,9.66335646601632,0.14292982381703467
renfe,10.045937659974031,9.903015654560631,0.14292200541339994
horizonte,9.579748061285962,9.436867679123345,0.14288038216261612
exhumar resto,10.031733125864978,9.888870213901155,0.14286291196382273
consejera igualdad,9.963328609210992,9.820503602323125,0.14282500688786648
pagar gasto,10.067346679888143,9.92453303650414,0.14281364338400238
polaco,9.78987082333626,9.647085447268028,0.1427853760682325
amor,9.887297520251593,9.74457082456726,0.14272669568433294
incorporo,10.094939614301591,9.952255312570982,0.14268430173060942
pediro,9.976130414625354,9.833482039790011,0.14264837483534265
remodelacion,9.874360004282039,9.731735750937471,0.14262425334456807
rondar,10.12515065899421,9.98272306261681,0.14242759637740043
importancia,8.913610622329529,8.771274349982923,0.14233627234660595
circulo,9.64979377540758,9.507470045375523,0.14232373003205723
panico,10.217579514239837,10.0753066094973,0.14227290474253707
antonio gimenez,10.13452874331457,9.992289042261302,0.14223970105326877
gimenez raso,10.13452874331457,9.992289042261302,0.14223970105326877
destacado,9.360636007416915,9.218397441873746,0.1422385655431686
tramitacion congreso,10.036216728429478,9.894132789592145,0.14208393883733272
emplazar,9.546864497162963,9.40487805320741,0.1419864439555525
alianza atlantico,9.87007936792485,9.728123500000123,0.14195586792472703
comu podem,9.123794897561936,8.981921112611657,0.14187378495027936
reunion comite,10.03161085932396,9.88981687520717,0.14179398411678967
sevillano,10.08225186134984,9.940599060771355,0.14165280057848584
progenitor,10.061937589459301,9.920320819683743,0.14161676977555793
fortuna,9.257865991753254,9.11625567854161,0.14161031321164508
inmigrante,9.661824942389995,9.520231837293007,0.14159310509698741
litro,10.153402533971379,10.011933397237375,0.1414691367340044
exteriores jo,10.043173897066533,9.901718385933014,0.14145551113351829
iniciar campana,10.101742084248894,9.960315238474267,0.1414268457746264
distinción,9.912460155576166,9.771124987507191,0.1413351680689754
rebelde,10.156711112081691,10.01540792313422,0.14130318894747163
asegurar ministro,10.086205943413532,9.945070866405894,0.14113507700763783
facilitar investidura,9.778053382226183,9.636983359452234,0.14107002277394898
usado,10.036309852298702,9.895261775239465,0.14104807705923683
diez minuto,10.098504881089381,9.957578167699749,0.14092671338963214
postura,8.746788966576021,8.605937632482712,0.14085133409330908
dictador,8.534728096369884,8.393932529217416,0.14079556715246788
atletico,10.175357380222792,10.034601291830462,0.14075608839232956
gobernar,8.049484316297816,7.908785044338855,0.14069927195896081
economico gobierno,10.06309156889276,9.922418959450843,0.14067260944191773
casa real,9.034965664460787,8.894338219599272,0.14062744486151502
iva,9.540632573674943,9.400062046741988,0.14057052693295446
cara visible,10.082966834015302,9.94246163590801,0.14050519810729156
fuerza cuerpo,10.056282467296985,9.915812168946912,0.1404702983500723
martinezmaillo,9.91269550922553,9.772328164074722,0.14036734515080873
partido considerar,9.875569270991575,9.735220859824343,0.1403484111672313
liderar partido,9.893731061363914,9.75345734575421,0.1402737156097036
ejercer acusacion,9.927772112910548,9.787540566887252,0.1402315460232959
pedira,10.04772371997176,9.907647902599582,0.14007581737217834
mitad num,10.105823415946713,9.965755987497005,0.14006742844970788
report,10.058169621317408,9.918109002791324,0.14006061852608376
social gobierno,10.143556458569874,10.003595922727827,0.1399605358420466
directiva,10.025876481949787,9.885952190079525,0.1399242918702619
open,9.997572039919518,9.857789424936824,0.1397826149826944
gobierno cambio,10.091069717182691,9.951400579587405,0.13966913759528587
pelotazo,9.934658280591671,9.795033134435164,0.1396251461565079
fallido,9.550754812303948,9.411173190567464,0.13958162173648425
lealtad,9.703434585311372,9.563879185904922,0.13955539940645068
maria jesus,9.183211398763502,9.043730666620338,0.1394807321431646
facil,9.534791608723504,9.395338359599336,0.139453249124168
prestigio,9.912278538942411,9.772833947321656,0.13944459162075518
abrir investigacion,9.729971133213839,9.590571717837095,0.13939941537674372
inminente,9.642768282881766,9.503454556311745,0.1393137265700215
informatico,9.443926221838264,9.304732937370362,0.13919328446790225
monarca,8.809041843319365,8.669877967725787,0.139163875593578
neutral,10.060554317952375,9.921466226558545,0.13908809139383038
improcedente,10.0415719965917,9.902604223420173,0.13896777317152598
adriar,9.852455864117262,9.713559105889647,0.13889675822761482
colaboracion,8.94312351577135,8.804265008217495,0.13885850755385398
andalucia afirmar,9.9238144645259,9.785023500328466,0.13879096419743497
moción censura,10.115979401383942,9.977205343797175,0.13877405758676709
congreso partido,9.90551708233345,9.76679004133568,0.1387270409977699
meca,10.076481721688388,9.93780121547927,0.1386805062091181
correa,9.393215533336551,9.254558661188963,0.13865687214758893
diferenciar,10.012259181943124,9.873619948376431,0.1386392335666926
vicepresidenta ejecutivo,10.01314720905378,9.874674178589364,0.13847303046441617
miembro partido,9.906997567695916,9.768525111352927,0.13847245634298844
reforma laboral,8.717783049175953,8.579365729203142,0.13841731997281137
experimento,9.968897554813182,9.830539987953484,0.1383575668596979
confederal,8.726563558395785,8.588241751581133,0.1383218068146519
enterar,9.969363373082496,9.831045192857227,0.13831818022526932
perder punto,10.101969161302467,9.963699493734165,0.13826966756830217
proclamacion,9.838278594522027,9.700068432224692,0.13821016229733551
coronaviru,10.205377614086897,10.067169518092035,0.1382080959948624
toalla,10.110365591766245,9.97247422553076,0.13789136623548437
desigual,10.125761037649484,9.987893332428401,0.13786770522108327
abuelo,9.935841552030041,9.798071979999563,0.13776957203047857
exnumero,9.945362849437295,9.807625246226655,0.1377376032106401
filtrar,9.900189205925159,9.762550441944363,0.1376387639807959
tomar declaracion,9.919678101607873,9.782048619010558,0.13762948259731544
desgranar,9.847336865063879,9.709802516000723,0.13753434906315576
grupo ultraderecha,9.955937613476898,9.818427335207593,0.13751027826930518
semejante,10.166113642485017,10.028654747353112,0.13745889513190512
copiar,9.991286636390525,9.853844851211948,0.1374417851785772
convencimiento,9.99177012545396,9.854421909423504,0.13734821603045688
atravesar,9.813751769053193,9.676507464072499,0.13724430498069395
investigar operacion,10.126429267715569,9.989268699897726,0.13716056781784225
coherente,9.960841209905023,9.823681938873396,0.13715927103162784
mala,9.877562644271894,9.740404991976192,0.1371576522957021
dejar num,10.072739453446246,9.935596122184997,0.13714333126124956
morocho,10.065093945603504,9.927979212095341,0.13711473350816306
cocinar,10.183701532018473,10.04660829452842,0.13709323749005264
hombre fuerte,10.018729793544788,9.881718193575397,0.13701159996939083
villalonga,10.116530280067314,9.979626666708667,0.13690361335864765
votar martes,10.091530844718603,9.95468262185629,0.13684822286231402
reunir lunes,10.081509002675695,9.944773338140047,0.13673566453564767
iniciativa presentado,10.02378924742599,9.887067724091086,0.13672152333490395
gobierno querer,9.763183686019282,9.626493932119594,0.13668975389968807
descalificacion,10.095435794566576,9.9587506811291,0.13668511343747625
ligado,9.74097043300105,9.604338033407716,0.13663239959333318
clinton,10.08583497391407,9.949209313975837,0.1366256599382325
enriquecer,10.104305626831293,9.967741501063298,0.13656412576799504
estremera,10.05175561491124,9.9152197002094,0.1365359147018399
ilicito,9.750315889748492,9.613878721761122,0.1364371679873706
renunciar,8.781481130392127,8.645070748529653,0.13641038186247378
espectacular,10.180239865007872,10.04385963669243,0.13638022831544205
arriesgar,10.237970774506614,10.101632480349288,0.13633829415732635
comprension,10.112954401938046,9.976665646195809,0.1362887557422372
