token,importance,mean_frequency,normalized_importance
alonso portavoz,5.307153372996579e-07,2.5151199136294728e-05,0.02110015646837948
calvente,2.1036708622243835e-06,9.977191231907241e-05,0.021084589126724826
plantilla,3.6873113093324504e-06,0.00017488699017200935,0.021083845184027974
santamaria,1.3034975847132458e-05,0.0006195929016037284,0.021037934384753182
secundar,3.388469553872578e-07,1.611461597042959e-05,0.02102600086828858
requerimiento,3.3844900496317694e-06,0.00016105653180571364,0.021014168115493885
expresidenta comunidad,6.556871841535129e-06,0.00031212075316814855,0.021007417057544085
delito falsedad,9.861460442541039e-07,4.6944193943005634e-05,0.021006325918076853
apertura,1.0761462810096429e-05,0.0005123333456704797,0.02100476554233966
areas,7.002129962516074e-06,0.00033339847573518686,0.0210022224752319
coalicion num,1.0407952665010863e-06,4.959317451279551e-05,0.020986240354349615
refuerzo,4.347563412111791e-06,0.00020727191156756365,0.020975067987572697
lider jxcat,1.2180969921103226e-06,5.807301835813686e-05,0.020974904553675552
arnaldo,4.837101742306591e-06,0.0002306617094957159,0.02097045401435567
mostro,5.45901229305317e-06,0.0002603316003694192,0.02096937642579792
villa,7.395600849928625e-06,0.00035273215103243214,0.02096656021210956
irrupcion,6.587816699840596e-06,0.0003142049405392211,0.020966556801997396
inconstitucional,2.415407485858203e-06,0.00011523400781805268,0.02096070917678027
reforma fiscal,7.342705842559031e-06,0.0003503076882088971,0.020960672942774424
presidente carlos,6.960205326604618e-07,3.32071721304053e-05,0.020959314771293522
plano,4.6875826001310515e-06,0.00022373174228172216,0.020951705826894537
publico lider,1.3736775590033186e-06,6.55918183720527e-05,0.020942499393936772
mama,9.443956641263826e-07,4.512113792565034e-05,0.02092976325019225
presidente omnium,2.374908000543342e-06,0.00011352262919393948,0.020919944309445385
debate parlamentario,2.285381489686338e-06,0.0001093150844588008,0.020906177723074737
vacuna,1.1626443991165624e-05,0.0005564227797180529,0.020894944491870734
senal,2.7183734928856844e-06,0.0001303973203241844,0.020846691016628994
gramenet,1.0374064967136222e-06,4.976288035663868e-05,0.02084657565444911
cantante,3.449523867667339e-06,0.00016555842182407583,0.020835563628222975
in extremis,3.3392184328642316e-06,0.00016039356907269128,0.020818774925919645
eloy,1.930450579834244e-06,9.283430116870917e-05,0.020794358994172323
economicos,1.9126573362853482e-05,0.0009198807152466711,0.020792426945593315
centro consentimiento,8.149226555905094e-07,3.919422232141231e-05,0.020791377298689743
provenir,9.008003039181452e-08,4.332550435928387e-06,0.020786657897179053
pareja,8.878647906648426e-06,0.0004279497523679726,0.020746891686766186
rodaje,6.365697321073964e-07,3.069681226165521e-05,0.0207366481585575
crespo,3.5331111556165015e-06,0.00017039802647239783,0.02073433885603105
asesor,5.263914945544289e-06,0.00025402668084409423,0.020721816331405785
dormir,2.238035329508598e-06,0.00010815785554671946,0.020692113634115456
cena,3.5510746508367e-06,0.0001717303061639598,0.02067808561035648
josep sunyol,1.1988701469106396e-06,5.805972508815085e-05,0.02064855623298627
jugador,1.6203723425110328e-06,7.847757581503464e-05,0.0206473209494789
sesion juicio,4.022206550646927e-06,0.00019484361480186728,0.020643149695140462
reconstruccion,1.0623502551161574e-05,0.0005146569052694554,0.02064187189663299
futbol,5.919146341144842e-06,0.00028682100736587135,0.02063700200519953
presidente supremo,1.0755787308088407e-06,5.216959610277162e-05,0.02061656969933873
num partido,2.730135259034891e-06,0.00013248018793210383,0.02060772024805572
presentacion libro,2.4033596905934955e-06,0.00011663838465745329,0.020605044322307475
xxi,2.3781638002341156e-06,0.00011542617458742792,0.02060315353584978
trapero,3.953630299503639e-06,0.00019198403418032513,0.020593429672180207
tot,6.539732541401158e-07,3.175628997324788e-05,0.020592854575784594
comisario enrique,1.0989111969110017e-06,5.340747434241887e-05,0.020575596109814506
flor,7.221727623378713e-07,3.5113317348802836e-05,0.020566333531826228
proyeccion,3.4277320473156842e-06,0.00016672393394477606,0.020559204710502658
desbancar,1.937395743722791e-06,9.433937614583818e-05,0.020536230857589804
huelga hambre,1.7342415208709132e-06,8.459159958841297e-05,0.020501102097688226
num pablo,3.259028368656215e-06,0.00015898448273543808,0.020498905387980895
unidas asamblea,1.3641779639711277e-06,6.660907861341496e-05,0.020480053354814516
ministra educacion,6.804180489573656e-06,0.0003328443583755568,0.02044246770566753
firmar num,3.124029946934898e-07,1.528821492661347e-05,0.02043289967424681
pense,1.0352792318242685e-06,5.068877540288452e-05,0.02042382755882867
viejo,3.1108335927429028e-06,0.00015234737664468272,0.020419210635884893
enfermedad,7.490759524940754e-06,0.000367406724071505,0.020388138392765254
paz,1.4681163370843011e-05,0.0007202149470545213,0.020384390863441442
tenia obligacion,7.580128153714781e-07,3.72040597915409e-05,0.02037391740850859
cobro,7.069393427704565e-06,0.0003472338845759924,0.020359110624316973
presidente lopez,3.989976704915744e-07,1.961459634862306e-05,0.02034083814737463
noche manana,8.668722860609802e-07,4.261817645999467e-05,0.02033995863046971
deseo,5.434082225400183e-06,0.0002671636660257646,0.020339823773238543
isabel celaa,4.6333335945638265e-06,0.0002278315250997094,0.02033657658201382
urdangarin,3.123743928532037e-06,0.00015362600640998875,0.020333299473372625
laboral,3.196869018161924e-05,0.0015731054553882703,0.020322013219206334
gobierno espana,1.0012494700493894e-05,0.0004927264150938036,0.020320555328929187
dotacion,3.222452167947559e-06,0.00015866719668809786,0.020309376643903615
interpelacion,1.2349464329337123e-06,6.081314991667888e-05,0.020306892962011394
madrid isabel,5.655675310602245e-06,0.0002789063137576295,0.02027797419295009
nuevamente,3.801120154273625e-06,0.00018750793859920845,0.020271674420803697
serenidad,1.165751322920985e-06,5.751663200976143e-05,0.020267721082869738
num junio,1.9581331225987028e-05,0.0009662469591065602,0.02026532738459068
respeto,1.7361507225373548e-05,0.0008572631049764597,0.020252226967849413
xunta,2.380356175676243e-05,0.0011761944845837878,0.02023775985263677
ppc,1.0223669072214513e-06,5.074684239660453e-05,0.020146017228307948
luis martinez,2.315225693995585e-06,0.00011498275949483319,0.020135240873730694
guion,2.1245403617363494e-06,0.00010558166975855288,0.02012205569905328
amor,2.621066718532289e-06,0.00013029315798217863,0.020116532921535847
kilometro,9.342432478852032e-07,4.647089209677865e-05,0.02010340456849966
domestico,8.33068947082672e-07,4.144091243425013e-05,0.02010208743151952
bel,1.0830252304030137e-06,5.39170921404295e-05,0.020086490218946877
atocha,2.2624477208658816e-06,0.00011263513072795023,0.020086340912494286
teoria,2.6922136980234914e-06,0.0001340960358067062,0.020076608568023648
comprender,9.223497706181922e-07,4.5975730641915784e-05,0.02006123005573846
num abril,2.2710585592810284e-05,0.0011321921557229575,0.020058932062973416
presidente comunidad,2.498220735061274e-06,0.00012471017555399304,0.020032051850715517
envia,7.5765345518792396e-06,0.00037836006760107107,0.02002461458288208
maximo mandatario,8.858650498765365e-07,4.424502794405587e-05,0.020021346345407847
marzo num,7.972519438415445e-06,0.0003982974406444291,0.02001644652566619
abiertamente,4.540272960116324e-06,0.00022686521173131348,0.020012997640625068
confinamiento casa,3.90213875576905e-07,1.9513205035257345e-05,0.019996401332869312
derogacion,1.2633535966884246e-05,0.0006318006575322226,0.01999604751945419
llego,2.0554744600317653e-05,0.0010281674214147368,0.019991612436447703
direccion socialista,5.640245238608408e-06,0.00028212979966539683,0.019991596966008884
cerrado,1.2336871945246561e-05,0.0006175315452748649,0.019977687070331485
candidato investidura,2.086754011164968e-06,0.0001044837931828797,0.01997184420428074
sexo,4.530126817208945e-06,0.00022684692142263942,0.019969884620493764
explico,6.2567679542075895e-06,0.0003133753199924486,0.019965669245073647
quemar,8.014813137413457e-07,4.01450948547303e-05,0.01996411647612369
caso espionaje,1.8659045671559067e-06,9.348140292746373e-05,0.019959955122288923
portavoz gobierno,1.4658774500559599e-05,0.0007345979564569691,0.01995479897121018
consellera justicia,8.328448455285978e-07,4.173596329669095e-05,0.019954610487788616
ugt ccoo,2.797511936580353e-06,0.0001402601321740401,0.019945026061169383
grupo socialista,1.0251535833148531e-05,0.0005140222121236611,0.019943721589526717
danar,1.8604375456561347e-06,9.329172140971368e-05,0.01994193670785581
ocupar puesto,1.2940565757430674e-06,6.493356735569739e-05,0.019928623973953778
disco duro,4.490865283683728e-07,2.2535786715105313e-05,0.019926821602627667
acompanar expresident,3.209023515470152e-07,1.6113506513849336e-05,0.01991388015954576
entrevista programa,1.3146966938114644e-06,6.604480890008405e-05,0.01990583075150725
subdirector,1.2331480219785502e-06,6.195762448319232e-05,0.01990276627772893
radical,6.951773314954416e-06,0.0003493640045453688,0.01989831043324104
demografico,2.221087298969637e-06,0.00011179789854516751,0.019866808420051674
implicacion,6.339545475131924e-06,0.0003193985701596537,0.01984832187458194
firmar contrato,2.541619675491593e-07,1.2812133311835074e-05,0.01983605113312902
vuelco,2.572309877666707e-06,0.0001297156177210848,0.019830226249019683
convencion,8.574964786637482e-06,0.00043260658760824465,0.019821577411634976
accedio,2.8412033483818906e-06,0.00014336081573628257,0.01981841073782402
regimen salman,1.8530350243781378e-06,9.352050527433549e-05,0.019813999132525236
efecto invernadero,1.4645534766666132e-06,7.392704644287477e-05,0.019810525871237432
presupuestado,7.030984627050663e-07,3.5492768155463816e-05,0.019809067879901422
franja,8.101443986327881e-07,4.0933308565482386e-05,0.019791329743283792
mes noviembre,1.2570304195967907e-06,6.351636698717469e-05,0.01979034206267725
sanchez pere,4.788538424956153e-07,2.420801494623486e-05,0.01977998045600322
abonar,3.922113736255848e-06,0.00019840363988003334,0.019768256118543295
favorecer empresa,4.358145953660068e-07,2.204641132437552e-05,0.019767154925992247
derrota,5.711890725736524e-06,0.0002889694116905085,0.019766351483258577
marcha pablo,1.1024101513862416e-06,5.582504238428125e-05,0.01974723810435546
parcial,3.284457987959351e-06,0.00016632657552558336,0.019746923969646623
ingreso minimo,4.148279387945162e-06,0.00021057512214705387,0.01969966654171858
declarar num,2.6555089076884426e-06,0.00013493103658119933,0.019680344082633125
humor,1.4742052043930771e-06,7.505103286385038e-05,0.019642442025086623
mercado,1.2622655169113986e-05,0.0006426225984725503,0.019642377278264803
ministerio defensa,4.1857305111396646e-06,0.00021315591718990833,0.019636850477671636
resultado historia,1.203296722426252e-06,6.129381148770735e-05,0.019631298199971992
television,1.442006436379061e-05,0.0007349558457121279,0.019620287160967195
num consejo,1.4521173418068924e-06,7.402869877621768e-05,0.01961533500489388
candidatura pablo,7.211814164561162e-07,3.677187018746107e-05,0.019611779357435823
orden alejamiento,1.4152451515005154e-06,7.222867006354279e-05,0.0195936815197339
manuel lopez,1.3381504697933105e-06,6.832022196960984e-05,0.019586161242674156
monarca emerito,2.7993576585773226e-06,0.00014292562242369024,0.019585977833289414
up congreso,6.856072902029287e-07,3.501180833293211e-05,0.01958161378212169
juez audiencia,5.146443132215893e-06,0.0002629970515376109,0.019568369811591206
valls,4.884863760896486e-06,0.00024963422137447245,0.019568007006386355
argelia,1.8408892440845595e-06,9.415541057935394e-05,0.019551395733518103
consultora,5.388838508588343e-06,0.00027577962746055506,0.019540308390077577
