token,importance,mean_frequency,normalized_importance
aprobado congreso,0.0,4.882205558083648e-05,0.0
aprobado consejo,0.0,8.574426816003664e-05,0.0
aprobado grupo,0.0,0.0,0.0
aprobado martes,0.0,0.00011725682107543865,0.0
aprobado num,0.0,0.00011602847441988129,0.0
aprobado parlamento,0.0,1.163273145334928e-05,0.0
aprobado semana,0.0,1.661786779126441e-05,0.0
aprobado viernes,0.0,6.318778995364169e-05,0.0
aprobar amplio,0.0,0.0,0.0
aprobar anteproyecto,0.0,2.9198344184107593e-05,0.0
aprobar apoyo,0.0,8.566175629218089e-06,0.0
aprobacion norma,0.0,8.273167825925375e-05,0.0
aprobacion medida,0.0,0.0,0.0
aprobacion definitivo,0.0,0.0,0.0
aprendio,0.0,1.6361114409809387e-05,0.0
apreciar indicio,0.0,0.0,0.0
aprecio,0.0,2.9403378568498814e-05,0.0
aprehension,0.0,8.68908276888369e-06,0.0
apremiante,0.0,1.8892807132604603e-05,0.0
aprendi,0.0,1.6904503853713823e-05,0.0
aprendido,0.0,3.1609547721498454e-05,0.0
aprendimos,0.0,7.750488404929323e-06,0.0
aprendizaje,0.0,2.5608269398221737e-05,0.0
aprobacion decreto,0.0,7.958998878145956e-05,0.0
apresurar,0.0,0.0,0.0
apretado,0.0,2.3147846353280767e-05,0.0
apretar,0.0,1.5004860613337455e-05,0.0
apretar acelerador,0.0,7.2234725934330985e-06,0.0
aprieto,0.0,3.7797749831028952e-06,0.0
aprobacion congreso,0.0,4.079963301880664e-05,0.0
aprobacion declaracion,0.0,2.490063005317811e-05,0.0
apoyo fisura,0.0,0.0,0.0
apoyo familia,0.0,1.6068105099856792e-06,0.0
arcoiri,0.0,0.0,0.0
apoyar plan,0.0,1.1896402135122347e-05,0.0
apoyar congreso,0.0,0.0,0.0
apoyar convocatoria,0.0,0.0,0.0
apoyar creacion,0.0,0.0,0.0
apoyar decreto,0.0,2.6779962840518197e-05,0.0
apoyar diaz,0.0,0.0,0.0
apoyar ejecutivo,0.0,2.032244070555411e-05,0.0
apoyar enmienda,0.0,1.2553533201183259e-05,0.0
apoyar fuerza,0.0,0.0,0.0
apoyar gobierno,0.0,4.604378530417667e-05,0.0
apoyar huelga,0.0,0.0,0.0
apoyar indulto,0.0,1.2638992896995803e-05,0.0
apoyar iniciativa,0.0,1.044040160770563e-05,0.0
apoyar ley,0.0,2.6538307261609055e-05,0.0
apoyar lider,0.0,0.0,0.0
apoyar norma,0.0,1.1477865367421105e-05,0.0
apoyar num,0.0,0.0,0.0
apoyar pacto,0.0,1.0889508009357485e-05,0.0
apoyar comision,0.0,3.152426222009552e-05,0.0
apoyar coalicion,0.0,0.0,0.0
apoyar candidato,0.0,1.304250748560688e-05,0.0
apostar tono,0.0,0.0,0.0
apostar ejecutivo,0.0,1.3184748339754331e-05,0.0
apostar gobierno,0.0,0.0,0.0
apostar presidencia,0.0,0.0,0.0
apostar proyecto,0.0,0.0,0.0
apostar reeditar,0.0,0.0,0.0
apostar reforma,0.0,0.0,0.0
apostar subida,0.0,0.0,0.0
apostar via,0.0,1.0089555001062748e-05,0.0
apoyar cambio,0.0,1.0710252202807816e-05,0.0
apostillar,0.0,0.0,0.0
aposto,0.0,5.753622285126198e-05,0.0
apoyado madrid,0.0,2.1138394570298533e-05,0.0
apoyado pp,0.0,1.4890898304360301e-05,0.0
apoyado resto,0.0,0.0,0.0
apoyar alarma,0.0,2.1390213945949898e-05,0.0
apoyar bloque,0.0,0.0,0.0
apoyar persona,0.0,1.8353765922103015e-05,0.0
apoyar pp,0.0,7.1231391053201026e-06,0.0
apoyo espana,0.0,1.99982682562559e-05,0.0
apoyar presidente,0.0,1.2442398393257908e-05,0.0
apoyo asociación,0.0,0.0,0.0
apoyo base,0.0,0.0,0.0
apoyo bloque,0.0,3.403414235421795e-05,0.0
apoyo campana,0.0,4.29760635975496e-05,0.0
apoyo canarias,0.0,3.740576164759536e-05,0.0
apoyo comisario,0.0,1.7392398055911108e-05,0.0
apoyo congreso,0.0,1.1668636577580566e-05,0.0
apoyo creacion,0.0,1.731155750561206e-05,0.0
apoyo cs,0.0,4.118611300978199e-05,0.0
apoyo derecha,0.0,4.441560573897631e-05,0.0
apoyo eajpnv,0.0,3.5529823848537226e-05,0.0
apoyo economico,0.0,1.7831241218863785e-05,0.0
apoyo ejecutivo,0.0,3.597532944895758e-05,0.0
apoyo elector,0.0,0.0,0.0
apoyo encuesta,0.0,0.0,0.0
apoyo erc,0.0,6.320167788466465e-05,0.0
apoyo espacio,0.0,0.0,0.0
apoyario,0.0,0.0,0.0
apoyariar,0.0,0.0,0.0
apoyara,0.0,0.00040770308338065675,0.0
apoyar publico,0.0,0.0,0.0
apoyar presupuesto,0.0,0.0,0.0
apoyar programa,0.0,0.0,0.0
apoyar prorroga,0.0,1.5415191596762917e-05,0.0
apoyar proyecto,0.0,3.007011008188021e-05,0.0
apoyar psoe,0.0,1.8299161764037843e-05,0.0
apoyar publica,0.0,0.0,0.0
apoyar publicamente,0.0,0.0,0.0
apoyar reforma,0.0,0.0,0.0
apoyar vuelta,0.0,0.0,0.0
apoyar republicano,0.0,0.0,0.0
apoyar resolucion,0.0,1.3303858128418303e-06,0.0
apoyar socialista,0.0,0.0,0.0
apoyar testimonio,0.0,0.0,0.0
apoyar unidas,0.0,0.0,0.0
apoyar voto,0.0,0.0,0.0
apoyar vox,0.0,0.0,0.0
aprobar calendario,0.0,9.996451434259583e-06,0.0
aprobar cambio,0.0,1.1929482999879777e-05,0.0
aprobar conclusión,0.0,0.0,0.0
aragon advertir,0.0,0.0,0.0
apuntar victoria,0.0,0.0,0.0
apunte,0.0,6.614090839162021e-05,0.0
apunto,0.0,0.00013909498892179334,0.0
apurar,0.0,2.4504455883210787e-05,0.0
aquarius,0.0,8.016195017967586e-05,0.0
aquiescencia,0.0,2.5644211018866616e-05,0.0
aquil,0.0,0.0,0.0
ar,0.0,0.0,0.0
ara,0.0,7.188234977845928e-05,0.0
arabe,0.0,0.0001503328456590576,0.0
arabi,0.0,3.364295339416437e-05,0.0
arabiar,0.0,0.0,0.0
arabiar saudi,0.0,0.0,0.0
arabio,0.0,0.0,0.0
arabio saudi,0.0,0.0,0.0
arabir,0.0,0.0,0.0
arabser,0.0,0.0,0.0
apuntar sol,0.0,0.0,0.0
apuntar serar,0.0,0.0,0.0
apuntar sentido,0.0,0.0,0.0
apuesto,0.0,5.092754922250217e-06,0.0
apuesta dialogo,0.0,7.888989680154284e-05,0.0
apuesta gobierno,0.0,6.520801966349441e-05,0.0
apuesta partido,0.0,1.0962083596763861e-05,0.0
apuesta pasar,0.0,0.0,0.0
apuesta referendum,0.0,3.3637048722230985e-05,0.0
apuesta via,0.0,5.9760719702503204e-05,0.0
apuestir,0.0,0.0,0.0
apuntar alcaldesa,0.0,0.0,0.0
apuntar pp,0.0,0.0,0.0
apuntar amano,0.0,0.0,0.0
apuntar directamente,0.0,2.0042518543285265e-06,0.0
apuntar formacion,0.0,0.0,0.0
apuntar irregularidad,0.0,0.0,0.0
apuntar lider,0.0,0.0,0.0
apuntar objetivo,0.0,0.0,0.0
apuntar partido,0.0,0.0,0.0
araceli,0.0,3.2831622795279654e-05,0.0
aragon andalucia,0.0,2.368063858968885e-05,0.0
aprobar corte,0.0,0.0,0.0
aragon castilla,0.0,1.832890325232117e-05,0.0
arca,0.0,0.0,0.0
arcangel,0.0,2.031323848659038e-05,0.0
archivar denuncia,0.0,1.455190699802619e-05,0.0
archivar investigacion,0.0,6.30452898506718e-06,0.0
archivar pieza,0.0,9.13708200178794e-06,0.0
archivar prescripcion,0.0,1.1021335497569701e-05,0.0
archivar querella,0.0,1.822833138641663e-05,0.0
archivo actuación,0.0,0.0,0.0
archivo caso,0.0,4.417522675941904e-05,0.0
archivo causa,0.0,0.00013035943208467186,0.0
archivo denuncia,0.0,3.7039027293209104e-05,0.0
archivo diligencia,0.0,0.0,0.0
archivo investigacion,0.0,2.1041141905327154e-05,0.0
archivo personal,0.0,9.631640995527342e-06,0.0
archivo pieza,0.0,1.2698503162426904e-05,0.0
archivo prescripcion,0.0,1.1026070767922327e-05,0.0
arcir,0.0,0.0,0.0
arbol,0.0,4.233825142791992e-05,0.0
arbitro,0.0,4.2623364303723576e-05,0.0
arbitrario,0.0,3.4369727331317254e-05,0.0
aragón num,0.0,0.0,0.0
aragon extremaduro,0.0,0.0,0.0
aragon num,0.0,1.5918294068847648e-05,0.0
aragones,0.0,0.0010277468899496185,0.0
aragonesa,0.0,0.00012556034925258525,0.0
aragonés,0.0,0.0,0.0
aragón encuentro,0.0,0.0,0.0
aragón explicación,0.0,0.0,0.0
aranar,0.0,2.2660151194819377e-05,0.0
arbitrariedad,0.0,4.64658361192096e-05,0.0
arancha gonzalez,0.0,5.588918319118905e-05,0.0
arancho,0.0,0.0,0.0
aranzadi,0.0,2.0898913675317915e-05,0.0
arar,0.0,0.0,0.0
aras,0.0,7.104664069282771e-05,0.0
arbitraje,0.0,3.71517712407804e-05,0.0
arbitral,0.0,4.612730826835186e-05,0.0
apuesta decidido,0.0,0.0,0.0
apuesta confluencia,0.0,4.5497675510405135e-05,0.0
apto consumo,0.0,0.0,0.0
apto,0.0,3.216922998223701e-06,0.0
aprobar normativa,0.0,9.088743048948573e-06,0.0
aprobar organo,0.0,0.0,0.0
aprobar pacto,0.0,2.071593416766038e-05,0.0
aprobar paquete,0.0,2.674256185138269e-05,0.0
aprobar parlamento,0.0,0.0,0.0
aprobar plan,0.0,3.6832866306944694e-05,0.0
aprobar politica,0.0,0.0,0.0
aprobar previsiblemente,0.0,0.0,0.0
aprobar propuesta,0.0,0.0,0.0
aprobar prorroga,0.0,6.284261817066878e-06,0.0
aprobar proyecto,0.0,2.692918846448777e-05,0.0
aprobar publica,0.0,0.0,0.0
aprobar real,0.0,1.9948915631564065e-05,0.0
aprobar renovacion,0.0,2.0255297401229886e-05,0.0
aprobar resolucion,0.0,0.0,0.0
aprobar sabado,0.0,0.0,0.0
aprobar semana,0.0,0.0,0.0
aprobar norma,0.0,5.202248994176204e-05,0.0
aprobar nombramiento,0.0,0.0,0.0
aprobar municipal,0.0,0.0,0.0
aprobar forma,0.0,1.5521021308408684e-05,0.0
aprobar creacion,0.0,7.172671063906588e-06,0.0
aprobar decision,0.0,0.0,0.0
aprobar definitivamente,0.0,6.598888709550714e-06,0.0
aprobar direccion,0.0,0.0,0.0
aprobar documento,0.0,0.0,0.0
aprobar ejecutivo,0.0,2.36241887673338e-05,0.0
aprobar enmienda,0.0,1.0641632267277075e-05,0.0
aprobar gobierno,0.0,0.0,0.0
aprobar mocion,0.0,0.0,0.0
aprobar informe,0.0,5.872685972868759e-06,0.0
aprobar junta,0.0,0.0,0.0
aprobar lista,0.0,2.8900211508554392e-05,0.0
aprobar lunes,0.0,1.0161857048841359e-05,0.0
aprobar manán,0.0,0.0,0.0
aprobar mayoria,0.0,1.755154623174256e-05,0.0
aprobar medida,0.0,1.86231640367391e-05,0.0
aprobar senda,0.0,2.3508383245118094e-05,0.0
aprobar serie,0.0,2.383631353899998e-05,0.0
aprobar subida,0.0,0.0,0.0
aprovechar polemica,0.0,0.0,0.0
aprovechar debate,0.0,1.028548890022565e-05,0.0
aprovechar debilidad,0.0,1.4862499724391199e-05,0.0
aprovechar discurso,0.0,0.0,0.0
aprovechar encuentro,0.0,0.0,0.0
aprovechar intervencion,0.0,0.0,0.0
aprovechar oferta,0.0,0.0,0.0
aprovechar pandemia,0.0,2.2232434596626847e-05,0.0
aprovechar sesion,0.0,0.0,0.0
aprovechar cargar,0.0,0.0,0.0
aproveche,0.0,7.579827324654064e-05,0.0
aprovecho,0.0,0.00015007675931213692,0.0
aproximacion,0.0,4.2829454766959976e-05,0.0
aproximado,0.0,3.197165086887917e-05,0.0
aproximar,0.0,0.0,0.0
apruebir,0.0,0.0,0.0
apruer,0.0,0.0,0.0
aprovechar comparecencia,0.0,0.0,0.0
aprovechar ayuda,0.0,0.0,0.0
aprobar unanimidad,0.0,0.0,0.0
aprobo ley,0.0,2.833011253954481e-05,0.0
aprobar viernes,0.0,4.417802302601122e-06,0.0
aprobarar,0.0,0.0,0.0
aprobariar,0.0,0.0,0.0
aprobarlo,0.0,7.832133087782165e-05,0.0
aprobo congreso,0.0,3.650113326596814e-05,0.0
aprobo decreto,0.0,3.5375441265370874e-05,0.0
aprobo gobierno,0.0,2.2217346884361107e-05,0.0
aprobo num,0.0,9.403004566777916e-05,0.0
aprovechar acto,0.0,0.0,0.0
aprobo senado,0.0,1.5643415443091887e-05,0.0
apropiacion,0.0,0.00010374491234094634,0.0
apropiacion fondo,0.0,0.0,0.0
apropiacion indebido,0.0,0.0,0.0
apropiado,0.0,4.122965771407547e-05,0.0
apropiar,0.0,0.0,0.0
aprovechamiento,0.0,2.8132183597004557e-05,0.0
asegurar perder,0.0,0.0,0.0
asegurar permitir,0.0,0.0,0.0
asegurar persona,0.0,0.0,0.0
autonomia federacion,0.0,2.076843692734615e-05,0.0
autoestima,0.0,1.8634665604877948e-05,0.0
autogobierno catalan,0.0,2.1918663953251573e-05,0.0
autoinmún,0.0,0.0,0.0
automaticamente,0.0,8.71078332848372e-05,0.0
automaticamente num,0.0,1.3885619016155451e-05,0.0
automatico,0.0,2.107518998582185e-05,0.0
automatizado,0.0,8.452950836388318e-06,0.0
automotor,0.0,9.283929157093895e-06,0.0
automovil,0.0,1.7989146308982003e-05,0.0
automovilismo,0.0,8.478530890306874e-06,0.0
automovilistico,0.0,5.735075256607037e-06,0.0
autonoma acordar,0.0,0.0,0.0
autonoma barcelona,0.0,2.1258444828339072e-05,0.0
autonoma num,0.0,2.332687875306072e-05,0.0
autonoma serar,0.0,0.0,0.0
autonomar,0.0,0.0,0.0
autonomia aplicar,0.0,0.0,0.0
autodeterminacion libertad,0.0,1.7659052555655365e-05,0.0
autodeterminacion derecho,0.0,1.7151395661116255e-05,0.0
autodeterminacion catalunya,0.0,7.267808680230553e-05,0.0
auto recurrir,0.0,6.015977853117016e-06,0.0
auto considerar,0.0,6.959605116710954e-06,0.0
auto dejar,0.0,0.0,0.0
auto dictado,0.0,3.327799131911009e-05,0.0
auto juez,0.0,5.462999083207244e-05,0.0
auto jueza,0.0,2.8649873426176185e-05,0.0
auto magistrado,0.0,4.200234846389127e-05,0.0
auto paralizar,0.0,0.0,0.0
auto supremo,0.0,1.4525730375726906e-05,0.0
autodeterminacion amnistia,0.0,5.327429063411849e-05,0.0
auto tribunal,0.0,2.016774053470432e-05,0.0
autobús,0.0,0.0,0.0
autocontrol,0.0,4.200911709106409e-05,0.0
autocritica,0.0,0.0002988265617574812,0.0
autodefensa,0.0,4.934707693269393e-05,0.0
autodefinir,0.0,0.0,0.0
autodenominado,0.0,2.2559761159774687e-05,0.0
autonomia catalán,0.0,0.0,0.0
autonomia poblado,0.0,0.0,0.0
auto admision,0.0,1.6475795677547803e-05,0.0
autonomiar,0.0,0.0,0.0
autonomico dejar,0.0,1.27323716526063e-05,0.0
autonomico europeo,0.0,0.0,0.0
autonomico extremo,0.0,0.0,0.0
autonomico galicia,0.0,1.4612772008277276e-05,0.0
autonomico gracias,0.0,2.9575860597873916e-05,0.0
autonomico irpf,0.0,1.2143646306539512e-05,0.0
autonomico madrid,0.0,1.4443732702690349e-05,0.0
autonomico mantener,0.0,0.0,0.0
autonomico martes,0.0,0.0,0.0
autonomico mayoria,0.0,1.4700263321848347e-05,0.0
autonomico municipal,0.0,3.2892186771502747e-05,0.0
autonomico necesitar,0.0,0.0,0.0
autonomico partido,0.0,3.463365211924139e-05,0.0
autonomico presidente,0.0,1.2464322035317885e-05,0.0
autonomico secretario,0.0,2.3014958346889588e-05,0.0
autonomico vasco,0.0,0.0,0.0
autonomio,0.0,0.0,0.0
autonomico decidir,0.0,1.1038570087833174e-05,0.0
autonomico debatirar,0.0,0.0,0.0
autonomico congreso,0.0,1.3881647181163198e-05,0.0
autonomica madrid,0.0,1.0644252929930172e-05,0.0
autonomica andalucia,0.0,0.0,0.0
autonomica ano,0.0,0.0,0.0
autonomica cambiariar,0.0,0.0,0.0
autonomica convertir,0.0,0.0,0.0
autonomica dirigente,0.0,0.0,0.0
autonomica gallego,0.0,0.0,0.0
autonomica jugar,0.0,0.0,0.0
autonomica mayo,0.0,0.0,0.0
autonomico catalán,0.0,0.0,0.0
autonomica senalar,0.0,0.0,0.0
autonomica suma,0.0,7.342599490269871e-06,0.0
autonomicar,0.0,0.0,0.0
autonomico acusar,0.0,0.0,0.0
autonomico afirmar,0.0,0.0,0.0
autonomico aprobar,0.0,0.0,0.0
autonomico ayuntamiento,0.0,2.206842649589088e-05,0.0
auto apertura,0.0,3.209604477723959e-05,0.0
autentica,0.0,0.00013584121734393665,0.0
atraer votante,0.0,1.179845095462413e-05,0.0
augurar encuesta,0.0,0.0,0.0
atropello,0.0,9.502205440109324e-05,0.0
atroz,0.0,1.2413936796840565e-05,0.0
atuendo,0.0,1.4830723106338854e-05,0.0
auca,0.0,0.0,0.0
audaz,0.0,1.1121647846851044e-05,0.0
audiencia lleida,0.0,1.8164683014699816e-05,0.0
audiencia madrid,0.0,9.408540111327792e-05,0.0
audiencia palma,0.0,2.759464183788457e-05,0.0
audiencia rey,0.0,3.157149020997832e-05,0.0
audio conversación,0.0,0.0,0.0
audio difundido,0.0,0.0,0.0
audio video,0.0,1.2377755103351823e-05,0.0
audio villarejo,0.0,0.0,0.0
audiovisual,0.0,0.00019349455110117877,0.0
auditor,0.0,2.6805478660421847e-05,0.0
auge electoral,0.0,2.5697721770416642e-05,0.0
auge ultraderecha,0.0,3.4264551031380385e-05,0.0
atropellar,0.0,1.3138007040208757e-05,0.0
atrocidad,0.0,5.639085038696374e-06,0.0
atrinchera,0.0,5.3977668302865306e-05,0.0
atresmedio,0.0,0.0,0.0
atragantar,0.0,0.0,0.0
atraida,0.0,1.174000310634654e-06,0.0
atrapado,0.0,2.4503922173885382e-05,0.0
atrasado,0.0,1.5003030719609899e-06,0.0
atrasar,0.0,1.2596169969647178e-05,0.0
atraso,0.0,1.280381914985792e-05,0.0
atravesar espana,0.0,0.0,0.0
atrever,0.0,8.382078194162083e-06,0.0
atril,0.0,2.995799353644358e-05,0.0
atrevir,0.0,0.0,0.0
atrevir aventurar,0.0,0.0,0.0
atribuible,0.0,6.167159275913651e-06,0.0
atribuido,0.0,9.401839497481122e-05,0.0
atribuir delito,0.0,0.0,0.0
atributo,0.0,0.0,0.0
atribuyo,0.0,5.864221781963419e-05,0.0
auge vox,0.0,6.815243818875513e-05,0.0
augurar fuerte,0.0,0.0,0.0
austriaco,0.0,1.6033226016364275e-05,0.0
augurar legislatura,0.0,0.0,0.0
aurelio,0.0,1.849242018998938e-05,0.0
aurora,0.0,2.0903239434842317e-05,0.0
ausencia diputado,0.0,0.0,0.0
ausencia grande,0.0,0.0,0.0
ausencia motivo,0.0,0.0,0.0
ausencia president,0.0,1.2902372653903838e-05,0.0
ausencia presidente,0.0,1.0424040058849347e-05,0.0
ausencia principal,0.0,0.0,0.0
ausentar,0.0,0.0,0.0
ausente,0.0,8.264760016737674e-05,0.0
ausento,0.0,3.0314323615106627e-05,0.0
auspiciar,0.0,1.663943865692059e-05,0.0
auspicio,0.0,9.099285807918097e-06,0.0
austero,0.0,1.6489765206735362e-05,0.0
australia,0.0,3.497212859318156e-05,0.0
australiano,0.0,2.1659051172927522e-05,0.0
austria,0.0,6.081292849407024e-05,0.0
aupo,0.0,2.40641345122085e-05,0.0
aupar,0.0,0.0,0.0
aumento ultimos,0.0,4.282220404198265e-06,0.0
aumentar plantilla,0.0,1.3514302757247302e-05,0.0
augurio,0.0,0.0,0.0
auguro,0.0,2.507887657575957e-05,0.0
augusto,0.0,3.648609675850879e-05,0.0
augusto alvarado,0.0,1.2793646189374647e-05,0.0
aumentado,0.0,0.00030612569827681167,0.0
aumentar gasto,0.0,3.482233279828681e-05,0.0
aumentar impuesto,0.0,0.0,0.0
aumentar posibilidad,0.0,0.0,0.0
aumento presencia,0.0,2.0785835215029498e-05,0.0
aumentariar,0.0,0.0,0.0
aumento caso,0.0,0.0,0.0
aumento gasto,0.0,4.920850414253599e-05,0.0
aumento impuesto,0.0,0.0,0.0
aumento inversion,0.0,2.6273101616299777e-05,0.0
aumento numero,0.0,1.1779893023229987e-05,0.0
aumento precio,0.0,6.3109080357898765e-06,0.0
autonomista,0.0,2.1227910182273695e-05,0.0
autonomos pagar,0.0,1.194866280983711e-05,0.0
autopista,0.0,7.161502157767531e-05,0.0
aviso navegant,0.0,0.0,0.0
aventura,0.0,4.5443906536644686e-05,0.0
aventurar,0.0,5.2615988601077584e-05,0.0
avergonzado,0.0,1.5624905353752408e-05,0.0
averguenzar,0.0,0.0,0.0
averguenzar palabra,0.0,0.0,0.0
averia,0.0,1.5656460714055224e-05,0.0
averiguar,0.0,0.00011813621341904772,0.0
aviacion,0.0,6.346167626426943e-05,0.0
aviir,0.0,0.0,0.0
avil,0.0,0.0,0.0
avila,0.0,0.00019609255693100363,0.0
avilo,0.0,0.0,0.0
avion num,0.0,1.4872547360862626e-05,0.0
avion oficial,0.0,3.51738370788372e-05,0.0
avisado,0.0,0.00023410572006502084,0.0
avisar gobierno,0.0,0.0,0.0
avisar habrar,0.0,0.0,0.0
aventajar,0.0,8.178738551943647e-06,0.0
avenida num,0.0,7.636431702237009e-06,0.0
avecinar,0.0,0.0,0.0
avanzar politica,0.0,0.0,0.0
avanzar materia,0.0,1.1183783140732605e-05,0.0
avanzar medida,0.0,0.0,0.0
avanzar mes,0.0,0.0,0.0
avanzar mesa,0.0,2.0241937299346805e-05,0.0
avanzar ministra,0.0,0.0,0.0
avanzar negociacion,0.0,1.2796590207282596e-05,0.0
avanzar paso,0.0,0.0,0.0
avanzar pp,0.0,0.0,0.0
ave meca,0.0,7.221463924045145e-05,0.0
avanzar recurrirar,0.0,0.0,0.0
avanzar relacion,0.0,1.6569569398772097e-06,0.0
avanzar republica,0.0,2.208551971517436e-05,0.0
avanzo,0.0,0.00013029204886054168,0.0
avanzo publico,0.0,3.547881215475626e-05,0.0
avatar,0.0,0.0,0.0
ave,0.0,0.00017142149896405548,0.0
avisar partido,0.0,0.0,0.0
aviv,0.0,2.3040125891640506e-05,0.0
autoproclamado,0.0,4.515523283684868e-05,0.0
avivar,0.0,3.3717388619879077e-06,0.0
ayuda fiscal,0.0,5.758692917900008e-06,0.0
ayuda gobierno,0.0,2.2830169136685414e-05,0.0
ayuda humanitario,0.0,0.0,0.0
ayuda llegar,0.0,2.088773260321033e-06,0.0
ayuda morir,0.0,4.933946563152948e-05,0.0
ayuda oficial,0.0,0.0,0.0
ayuda publica,0.0,0.0,0.0
ayuda social,0.0,0.0,0.0
ayuda sociolaboral,0.0,0.0,0.0
ayuda ue,0.0,0.0,0.0
ayudante,0.0,2.2603373099610574e-05,0.0
ayudar afrontar,0.0,1.1698630811586372e-05,0.0
ayudar empresa,0.0,0.0,0.0
ayudar entender,0.0,0.0,0.0
ayudar familia,0.0,2.350926230051881e-06,0.0
ayudar mejorar,0.0,0.0,0.0
ayudar persona,0.0,2.0031053374180596e-06,0.0
ayuda familia,0.0,0.0,0.0
ayuda empresa,0.0,0.0,0.0
ayuda economico,0.0,0.0,0.0
awards,0.0,1.4626597362468368e-05,0.0
avivo,0.0,0.0,0.0
avión,0.0,0.0,0.0
avión militar,0.0,0.0,0.0
avión num,0.0,0.0,0.0
avión presidencial,0.0,0.0,0.0
avt,0.0,9.701654446321499e-05,0.0
avt covite,0.0,4.277948085896772e-05,0.0
awards premio,0.0,1.4626597362468368e-05,0.0
ayuda economica,0.0,2.1962513799005787e-05,0.0
axila,0.0,2.2507141188287833e-06,0.0
ayllon,0.0,5.610000035786009e-05,0.0
ayuda alquiler,0.0,0.0,0.0
ayuda ayuntamiento,0.0,0.0,0.0
ayuda compania,0.0,1.4552415927699104e-05,0.0
ayuda contar,0.0,0.0,0.0
ayuda desarrollo,0.0,1.8963973425562695e-05,0.0
avanzar llegar,0.0,0.0,0.0
avanzar investigación,0.0,0.0,0.0
avanzar habrar,0.0,0.0,0.0
avanzar gobierno,0.0,0.0,0.0
autoridad rechazar,0.0,0.0,0.0
autoridad salud,0.0,0.0,0.0
autoridad transito,0.0,1.2593078689270945e-05,0.0
autoridad ucraniano,0.0,0.0,0.0
autoritarismo,0.0,8.363002183139976e-05,0.0
autorizacion judicial,0.0,9.112360436282387e-05,0.0
autorizacion previo,0.0,0.0,0.0
autorización,0.0,0.0,0.0
autorizado,0.0,0.00021424455436963068,0.0
autorizado juez,0.0,0.0,0.0
autorizar gobierno,0.0,5.451103115540154e-06,0.0
autorizar num,0.0,0.0,0.0
autorizar padre,0.0,0.0,0.0
autorizar pago,0.0,0.0,0.0
autorizar salida,0.0,0.0,0.0
auxiliar,0.0,5.256396321080722e-05,0.0
auxilio,0.0,6.11823069745365e-05,0.0
autoridad portuario,0.0,0.0,0.0
autoridad num,0.0,0.0,0.0
autoridad local,0.0,0.0,0.0
autoria,0.0,0.0001018273230045022,0.0
autoproclamado presidente,0.0,2.40033593734664e-05,0.0
autor asesinato,0.0,0.0,0.0
autor delito,0.0,2.4885532093546344e-05,0.0
autor investigacion,0.0,0.0,0.0
autor libro,0.0,1.4790254180090369e-05,0.0
autora,0.0,4.8229458828077896e-05,0.0
autoracer,0.0,0.0,0.0
autoridad britanica,0.0,0.0,0.0
autoridad lesión,0.0,0.0,0.0
autoridad chino,0.0,0.0,0.0
autoridad competente,0.0,1.17673985599415e-05,0.0
autoridad fiscal,0.0,1.576830204135853e-05,0.0
autoridad franquista,0.0,0.0,0.0
autoridad independiente,0.0,2.508164311896432e-05,0.0
autoridad investigar,0.0,1.0088529661394235e-05,0.0
autoridad judicial,0.0,3.582604042606558e-05,0.0
av,0.0,7.881328502803427e-06,0.0
aval consejo,0.0,2.7647510058857904e-05,0.0
aval formacion,0.0,1.4601587638088995e-05,0.0
avanzado edad,0.0,0.0,0.0
avance pandemia,0.0,3.31029068015265e-05,0.0
avance significativo,0.0,6.477146693081486e-06,0.0
avance social,0.0,1.210118271807708e-05,0.0
avance tecnologico,0.0,2.426741870700224e-05,0.0
avance ultraderecha,0.0,3.831947010057614e-05,0.0
avancir,0.0,0.0,0.0
avanzadilla,0.0,1.864019614348753e-05,0.0
avanzar apoyar,0.0,0.0,0.0
avance materia,0.0,1.2167182414773733e-05,0.0
avanzar calidad,0.0,2.074921067510847e-05,0.0
avanzar cita,0.0,0.0,0.0
avanzar dejar,0.0,0.0,0.0
avanzar direccion,0.0,1.675674270999954e-05,0.0
avanzar eajpnv,0.0,0.0,0.0
avanzar ejecutivo,0.0,0.0,0.0
avanzar escenario,0.0,0.0,0.0
avance negociacion,0.0,0.0,0.0
avance importante,0.0,1.2460724794574394e-05,0.0
aval ico,0.0,0.0,0.0
avalar integramente,0.0,1.2969843182230855e-05,0.0
aval necesario,0.0,0.0,0.0
aval num,0.0,1.585110672830666e-05,0.0
aval sede,0.0,0.0,0.0
avalado,0.0,0.000198965315541935,0.0
avalado organismo,0.0,0.0,0.0
avalancha,0.0,3.513931538799042e-05,0.0
avalar decision,0.0,0.0,0.0
avalar num,0.0,0.0,0.0
avance extremo,0.0,0.0,0.0
avalar propuesta,0.0,0.0,0.0
avalar rechace,0.0,0.0,0.0
avalo,0.0,8.108068544786123e-05,0.0
avance autogobierno,0.0,0.0,0.0
avance cuestion,0.0,1.020244775895873e-05,0.0
avance democratico,0.0,1.3949526877418523e-05,0.0
avance desbloquear,0.0,0.0,0.0
atraer voto,0.0,3.1154214854030495e-05,0.0
atraer inversión,0.0,0.0,0.0
asegurar plantear,0.0,0.0,0.0
asistirar acto,0.0,0.0,0.0
asimismo considerar,0.0,0.0,0.0
asimismo fuente,0.0,0.0,0.0
