Modelo,Tipo,Dispositivo,Train_Accuracy,Train_Balanced_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_ROC_AUC,Train_Log_Loss,Train_MCC,Train_Cohen_Kappa,Train_Time,Train_Specificity,Train_NPV,Train_FPR,Train_FNR,Validation_Accuracy,Validation_Balanced_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Validation_ROC_AUC,Validation_Log_Loss,Validation_MCC,Validation_Cohen_Kappa,Validation_Time,Validation_Specificity,Validation_NPV,Validation_FPR,Validation_FNR,Test_Accuracy,Test_Balanced_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,Test_Log_Loss,Test_MCC,Test_Cohen_Kappa,Test_Time,Test_Specificity,Test_NPV,Test_FPR,Test_FNR
MBERT,torch,dml,0.9178564388499338,0.9028576432557402,0.8874957059429749,0.9858335320772716,0.9340835649560482,0.9773347095059896,0.18916094535603573,0.833961162991936,0.8259072912747688,363.595228433609,0.8198817544342087,0.9757015462652376,0.18011824556579129,0.014166467922728358,0.8705650459921156,0.8530489555599303,0.8488464598249801,0.9499221010460717,0.8965444806217834,0.9345408867220896,0.34811170116752443,0.7333744637546183,0.7251569507680102,77.84777450561523,0.7561758100737889,0.912858249419055,0.2438241899262111,0.050077898953928335,0.8722733245729304,0.8545785480223698,0.8493449781659389,0.9525823686553874,0.89800629590766,0.9333841375473582,0.3510137299474194,0.7372857132600378,0.728671962358614,77.38524389266968,0.7565747273893522,0.9171850699844479,0.24342527261064786,0.047417631344612646
BETO,torch,dml,0.9356255808059475,0.9232950467195544,0.9079274950862634,0.9915096589554019,0.9478796169630643,0.9872808825535964,0.15303749235442404,0.8698838001889965,0.8641427035593534,338.82345604896545,0.8550804344837069,0.9858909321496513,0.14491956551629315,0.00849034104459814,0.8629434954007884,0.8434012527668427,0.8382352941176471,0.9514800801246384,0.8912748879391222,0.9187621981536029,0.43513266947960644,0.7183672626511732,0.707912268028452,72.50340294837952,0.7353224254090471,0.9131474103585657,0.2646775745909528,0.048519919875361674,0.8587385019710907,0.8388954035311582,0.83454082631682,0.9487978628673197,0.8880091676216273,0.9209324166631919,0.4265425130281347,0.7094801507899947,0.6988729235823534,72.88890147209167,0.7289929441949968,0.9081102676787854,0.2710070558050032,0.05120213713268032
